name,temp,humidity,pressure
Tallahassee,20.97,96,1014
Tallahassee,20.97,96,1014
Tallahassee,11.56,59,1020
Tallahassee,11.3,58,1021
Tallahassee,11.3,58,1021
Tallahassee,10.98,73,1020
Tallahassee,10.98,73,1020
Tallahassee,10.98,73,1020
Tallahassee,10.98,73,1020
Tallahassee,10.98,73,1020
